area_type,availability,location,size,society,total_sqft,bath,balcony,price,month,ready,extract,address
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,HoiewLa,6.792344427470809,2.0,1.0,3.58351893845611,,Ready To Move,Ready To Move,"Kengeri Satellite Town,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Basavanapura,3.0,Dwity T,7.385851078125209,3.0,3.0,3.865769620910684,,Ready To Move,Ready To Move,"Basavanapura,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Dinnur,6.0,others,6.942156705699469,5.0,2.0,5.225746673713202,,Ready To Move,Ready To Move,"Dinnur,Bangalore,Karnataka,India"
Super built-up  Area,19-Apr,Mysore Road,3.0,Brama P,7.444833273892193,4.0,2.0,4.52515247800206,Apr,,Apr,"Mysore Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kannamangala,2.0,VBownre,6.86484777797086,2.0,1.0,4.07753744390572,,Ready To Move,Ready To Move,"Kannamangala,Bangalore,Karnataka,India"
Super built-up  Area,18-May, Devarachikkanahalli,3.0,others,7.1316985104669115,2.0,3.0,3.8066624897703196,May,,May," Devarachikkanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sanjeevini Nagar,3.0,Betatsi,7.935945103353701,4.0,2.0,5.4638318050256105,,Ready To Move,Ready To Move,"Sanjeevini Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hulimavu,2.0,Prcan P,7.026426808699636,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"Hulimavu,Bangalore,Karnataka,India"
Super built-up  Area,18-Jul,Electronic City Phase II,2.0,Sryalan,6.928537818164665,2.0,1.0,3.4531571205928664,Jul,,Jul,"Electronic City Phase II,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,others,7.0909098220799835,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"Kalena Agrahara,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,3.0,Soitya ,7.459338895220296,3.0,3.0,4.912654885736052,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,3.0,G conTh,7.62608275807238,3.0,1.0,4.983606621708336,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Mahalakshmi Layout,4.0,others,8.229777750081887,4.0,0.0,6.634633357861686,,Ready To Move,Ready To Move,"Mahalakshmi Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Yarandahalli,3.0,others,7.208600337960199,2.0,3.0,3.8918202981106265,,Ready To Move,Ready To Move,"Yarandahalli,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Hosa Road,2.0,SStusan,6.96979066990159,2.0,1.0,3.4965075614664802,May,,May,"Hosa Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Keshava Nagar,3.0,ETens G,7.552237287560802,3.0,1.0,5.017279836814924,,Ready To Move,Ready To Move,"Keshava Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Whitefield,4.0,others,8.343077871169383,4.0,2.0,6.042632833682381,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,RMV Extension,3.0,Hohnari,7.601402334583733,3.0,1.0,5.170483995038151,,Ready To Move,Ready To Move,"RMV Extension,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Sarjapur,2.0,Kinuerg,7.12568526324346,2.0,0.0,3.7952644448179504,Dec,,Dec,"Sarjapur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Tejaswini Nagar,3.0,Naods W,7.262628600974241,2.0,2.0,4.330733340286331,,Ready To Move,Ready To Move,"Tejaswini Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,3.0,GMown E,7.313886831633462,2.0,1.0,4.182050142641207,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Electronic City,2.0,GMown E,6.966967138613983,2.0,1.0,4.110873864173311,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Jai Bheema Nagar,3.0,Sancyra,7.293697720601438,2.0,2.0,4.2626798770413155,,Ready To Move,Ready To Move,"Jai Bheema Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kothnur Narayanapura,6.0,others,7.170888478512505,6.0,0.0,4.605170185988092,,Ready To Move,Ready To Move,"Kothnur Narayanapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Attibele,1.0,Jae 1hu,6.111467339502679,1.0,1.0,2.4849066497880004,,Ready To Move,Ready To Move,"Attibele,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Electronic City,2.0,Prarkun,7.050122520269059,2.0,1.0,4.182050142641207,Apr,,Apr,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,3.0,GMown E,7.208600337960199,2.0,1.0,4.04305126783455,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,CV Raman Nagar,3.0,Srshq T,7.346655163176539,3.0,3.0,4.189654742026425,,Ready To Move,Ready To Move,"CV Raman Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,CHIKKATIRUPATHI,3.0,others,7.313886831633462,3.0,2.0,4.61512051684126,,Ready To Move,Ready To Move,"CHIKKATIRUPATHI,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kumaraswami Layout,5.0,others,6.398594934535208,3.0,2.0,4.454347296253507,,Ready To Move,Ready To Move,"Kumaraswami Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Nagavara,1.0,others,5.993961427306569,1.0,0.0,2.70805020110221,,Ready To Move,Ready To Move,"Nagavara,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Malleshwaram,1.0,Utntspa,6.559615237493242,1.0,2.0,4.219507705176107,,Ready To Move,Ready To Move,"Malleshwaram,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Electronic City,2.0,GMown E,6.647688373563329,1.0,1.0,3.6109179126442243,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hulimavu,2.0,Aniona ,7.1252830915107115,2.0,3.0,3.9512437185814275,,Ready To Move,Ready To Move,"Hulimavu,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hebbal Kempapura,3.0,Goateds,7.438971592395862,3.0,2.0,5.049856007249537,,Ready To Move,Ready To Move,"Hebbal Kempapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,3.0,Soitya ,7.6708948313621175,3.0,2.0,4.983606621708336,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,21-Jun,Vijayanagar,3.0,Saahaat,7.4413203897176174,3.0,2.0,4.709530201312334,Jun,,Jun,"Vijayanagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,2.0,GMown E,6.976348070447749,2.0,1.0,3.970291913552122,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,8th block Koramangala,3.0,others,7.52131798019924,3.0,2.0,5.707110264748875,,Ready To Move,Ready To Move,"8th block Koramangala,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Jakkuru Layout,2.0,others,7.201170883281678,2.0,2.0,4.037774210733707,,Ready To Move,Ready To Move,"Jakkuru Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Electronic City,2.0,GMown E,6.933423025730715,2.0,1.0,3.8501476017100584,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,KR Puram,2.0,MCvarar,7.153442794731241,2.0,0.0,4.056988775678332,,Ready To Move,Ready To Move,"KR Puram,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Marathahalli,2.0,VRave E,7.0909098220799835,2.0,2.0,3.970291913552122,,Ready To Move,Ready To Move,"Marathahalli,Bangalore,Karnataka,India"
Built-up  Area,18-Dec,Kanakpura Road,4.0,others,7.719129840906732,4.0,1.0,4.709530201312334,Dec,,Dec,"Kanakpura Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Pattandur Agrahara,3.0,MaidoPl,7.346655163176539,2.0,3.0,4.394449154672439,,Ready To Move,Ready To Move,"Pattandur Agrahara,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Bellandur,4.0,others,7.0909098220799835,5.0,2.0,5.786897381366708,,Ready To Move,Ready To Move,"Bellandur,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Ejipura,7.0,others,7.496097345175956,7.0,1.0,5.5254529391317835,,Ready To Move,Ready To Move,"Ejipura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Marathahalli,2.0,Aiitya ,7.0909098220799835,2.0,2.0,4.110873864173311,,Ready To Move,Ready To Move,"Marathahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka,2.0,PuziaVe,7.191429330036379,2.0,2.0,4.59511985013459,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kothanur,2.0,others,7.079184394609668,2.0,2.0,4.07753744390572,,Ready To Move,Ready To Move,"Kothanur,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,MS Pallya,3.0,others,7.486613313139955,3.0,1.0,4.7535901911063645,,Ready To Move,Ready To Move,"MS Pallya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,HSR Layout,3.0,NRosete,7.244941546337007,3.0,2.0,4.04305126783455,,Ready To Move,Ready To Move,"HSR Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Nagasandra,2.0,others,6.8885724595653635,2.0,1.0,3.8918202981106265,,Ready To Move,Ready To Move,"Nagasandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,EPIP Zone,2.0,others,7.1592919047975645,2.0,2.0,4.418840607796598,,Ready To Move,Ready To Move,"EPIP Zone,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Langford Town,3.0,others,6.816735880594968,2.0,1.0,4.2626798770413155,,Ready To Move,Ready To Move,"Langford Town,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Whitefield,2.0,Sancya ,7.111512116496157,2.0,2.0,3.883623530906448,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,2.0,others,6.98100574072173,2.0,1.0,3.9889840465642745,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kadugodi,3.0,MSingco,7.13966033596492,2.0,2.0,4.007333185232471,,Ready To Move,Ready To Move,"Kadugodi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka,3.0,Pyikad ,7.1569563646156364,2.0,2.0,3.906004933102583,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kogilu,3.0,CaIRSCr,7.554858521040676,3.0,2.0,4.48863636973214,,Ready To Move,Ready To Move,"Kogilu,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Panathur,2.0,Prcesvy,7.215239978730097,2.0,1.0,4.477336814478207,,Ready To Move,Ready To Move,"Panathur,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Nagondanahalli,2.0,others,7.0967213784947605,2.0,2.0,3.7954891891721947,,Ready To Move,Ready To Move,"Nagondanahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Padmanabhanagar,4.0,others,7.459914766241105,6.0,0.0,5.25227342804663,,Ready To Move,Ready To Move,"Padmanabhanagar,Bangalore,Karnataka,India"
Super built-up  Area,20-May,1st Block Jayanagar,4.0,others,7.955425088912672,4.0,1.0,6.061456918928017,May,,May,"1st Block Jayanagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kammasandra,3.0,Emstael,7.3752557780097545,3.0,2.0,4.189654742026425,,Ready To Move,Ready To Move,"Kammasandra,Bangalore,Karnataka,India"
Built-up  Area,18-Jun,"Off Sarjapur Road, ",3.0,others,7.4949862339505335,3.0,2.0,4.499809670330265,Jun,,Jun,"Off Sarjapur Road, ,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronics City Phase 1,3.0,SNdri N,7.297091005160418,3.0,2.0,4.373112017284307,,Ready To Move,Ready To Move,"Electronics City Phase 1,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Tala Cauvery Layout,3.0,HodhiSa,7.365812837209472,3.0,3.0,4.61512051684126,,Ready To Move,Ready To Move,"Tala Cauvery Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Dasarahalli,2.0,Syonyph,7.16703787691222,2.0,1.0,4.189654742026425,,Ready To Move,Ready To Move,"Dasarahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Magadi Road,6.0,others,8.188966863648876,6.0,0.0,4.955827057601261,,Ready To Move,Ready To Move,"Magadi Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,1.0,Itvir M,6.380122536899765,1.0,1.0,3.332204510175204,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ngef Layout,3.0,others,7.255591274253665,3.0,3.0,4.3694478524670215,,Ready To Move,Ready To Move,"Ngef Layout,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Sarjapur  Road,3.0,Klark L,7.488852955733459,3.0,2.0,4.598044861045503,Dec,,Dec,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,Klark L,7.488852955733459,3.0,2.0,4.836281906951478,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Koramangala,3.0,Piityra,7.297091005160418,2.0,3.0,4.51085950651685,,Ready To Move,Ready To Move,"Koramangala,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2",4.0,others,7.601402334583733,4.0,1.0,4.33729074083249,,Ready To Move,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2,Bangalore,Karnataka,India"
Super built-up  Area,19-Mar,Sarjapur  Road,2.0,AsastDe,6.892641641172089,2.0,1.0,3.8128654338949275,Mar,,Mar,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Devanahalli,3.0,Jurdsig,7.396948602621014,2.0,2.0,4.328362110088189,Dec,,Dec,"Devanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Muthurayya Swamy Layout,3.0,MacleK ,7.785720896534624,4.0,2.0,5.564520407322694,,Ready To Move,Ready To Move,"Muthurayya Swamy Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,Brnia G,6.985641817639208,2.0,2.0,4.290459441148391,,Ready To Move,Ready To Move,"7th Phase JP Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Shantiniketan Layout,2.0,others,7.313886831633462,2.0,1.0,4.7535901911063645,,Ready To Move,Ready To Move,"Shantiniketan Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hebbal,3.0,others,7.550135342488429,3.0,2.0,4.787491742782046,,Ready To Move,Ready To Move,"Hebbal,Bangalore,Karnataka,India"
Super built-up  Area,19-Aug,Dommasandra,2.0,others,6.692083742506628,2.0,1.0,3.1415627217655304,Aug,,Aug,"Dommasandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Budigere,2.0,PrityTr,7.050989447068045,2.0,2.0,4.050044303325521,,Ready To Move,Ready To Move,"Budigere,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2.0,AlEcone,7.046647277848756,2.0,2.0,4.110873864173311,,Ready To Move,Ready To Move,"Dodda Nekkundi Extension,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Mylasandra,2.0,Laowsba,7.01301578963963,2.0,2.0,4.02535169073515,,Ready To Move,Ready To Move,"Mylasandra,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Electronic City,2.0,Saave R,7.00397413672268,2.0,2.0,3.7612001156935624,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kalyan nagar,2.0,Anave S,7.1631723908466425,2.0,2.0,4.709530201312334,,Ready To Move,Ready To Move,"Kalyan nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,3.0,others,7.313886831633462,2.0,1.0,4.189654742026425,,Ready To Move,Ready To Move,"Dr Shivarama Karantha Nagar,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Bank Of Baroda Colony,2.0,others,6.985641817639208,2.0,2.0,3.6888794541139363,Apr,,Apr,"Bank Of Baroda Colony,Bangalore,Karnataka,India"
Super built-up  Area,21-Jun,Vijayanagar,3.0,Saityat,7.56734567601324,3.0,1.0,4.867534450455582,Jun,,Jun,"Vijayanagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Ramamurthy Nagar,5.0,others,8.160803920954665,5.0,2.0,5.017279836814924,,Ready To Move,Ready To Move,"Ramamurthy Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kullappa Colony,2.0,others,6.966967138613983,2.0,2.0,4.110873864173311,,Ready To Move,Ready To Move,"Kullappa Colony,Bangalore,Karnataka,India"
Super built-up  Area,18-Aug,Chandapura,1.0,SunceEs,6.470799503782602,1.0,1.0,2.859339648648436,Aug,,Aug,"Chandapura,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Mukkutam Nagar,8.0,others,7.8636512654486515,8.0,2.0,5.198497031265826,,Ready To Move,Ready To Move,"Mukkutam Nagar,Bangalore,Karnataka,India"
Super built-up  Area,18-Sep,Chandapura,1.0,SunceEs,6.470799503782602,1.0,1.0,2.859339648648436,Sep,,Sep,"Chandapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ashwath Nagar,3.0,SJcerpe,7.405495663199472,3.0,3.0,4.442651256490317,,Ready To Move,Ready To Move,"Ashwath Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2.0,Supams ,7.1592919047975645,2.0,3.0,4.297285406218791,,Ready To Move,Ready To Move,"Ncpr Industrial Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Electronic City,3.0,others,7.0909098220799835,3.0,1.0,4.51085950651685,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,2.0,CoapeSo,6.814542897259958,2.0,1.0,3.713572066704308,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kothanur,3.0,Bisic C,7.363913501405819,3.0,1.0,4.2626798770413155,,Ready To Move,Ready To Move,"Kothanur,Bangalore,Karnataka,India"
Plot  Area,17-May,Meenakunte,3.0,Sreat R,8.30671904320269,3.0,2.0,5.638354669333745,May,,May,"Meenakunte,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,OMBR Layout,3.0,Inntsa ,7.791935956938058,3.0,2.0,5.225746673713202,,Ready To Move,Ready To Move,"OMBR Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Chandapura,2.0,KHityry,6.68586094706836,1.0,1.0,3.044522437723423,,Ready To Move,Ready To Move,"Chandapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Anand Nagar,2.0,others,6.966967138613983,2.0,2.0,4.02535169073515,,Ready To Move,Ready To Move,"Anand Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,BriumMi,7.147559271189454,2.0,2.0,4.543294782270004,,Ready To Move,Ready To Move,"7th Phase JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2.0,others,6.803505257608338,2.0,2.0,3.1570004211501135,Jun,,Jun,"Shree Ananth Nagar Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kundalahalli Colony,2.0,others,7.155396301896734,2.0,1.0,4.248495242049359,,Ready To Move,Ready To Move,"Kundalahalli Colony,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Horamavu Agara,4.0,others,7.0909098220799835,2.0,0.0,4.564348191467836,,Ready To Move,Ready To Move,"Horamavu Agara,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,others,6.933423025730715,2.0,2.0,3.6109179126442243,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,17-Jun,Electronic City,2.0,Prarkun,7.011213987350367,2.0,1.0,4.1588830833596715,Jun,,Jun,"Electronic City,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,MCECHS  layout,5.0,others,7.0909098220799835,5.0,2.0,5.14166355650266,,Ready To Move,Ready To Move,"MCECHS  layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Coffee Board Layout,3.0,Calyxy ,8.021584533455107,3.0,2.0,5.14166355650266,,Ready To Move,Ready To Move,"Coffee Board Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Ambedkar Nagar,4.0,Thessrm,7.972810784121404,3.0,2.0,5.707110264748875,,Ready To Move,Ready To Move,"Ambedkar Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Vijayanagar,3.0,JJortom,7.313886831633462,3.0,2.0,4.33729074083249,,Ready To Move,Ready To Move,"Vijayanagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,GrrvaGr,7.16703787691222,2.0,2.0,3.8044377947482086,,Ready To Move,Ready To Move,"Raja Rajeshwari Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Budigere,2.0,PrityTr,7.0587581525186645,2.0,1.0,4.109233174715851,,Ready To Move,Ready To Move,"Budigere,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,Usquaya,6.943122422819428,2.0,2.0,3.9160150266976834,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Attibele,4.0,Natic T,7.3783837129967145,4.0,0.0,3.9852734671677386,,Ready To Move,Ready To Move,"Attibele,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3.0,others,7.289610521451167,3.0,2.0,3.8501476017100584,,Ready To Move,Ready To Move,"KUDLU MAIN ROAD,Bangalore,Karnataka,India"
Super built-up  Area,18-Oct,Hennur Road,3.0,DSapeSk,7.532088143541722,2.0,2.0,4.136445738240736,Oct,,Oct,"Hennur Road,Bangalore,Karnataka,India"
